"","TCGA-ES-A2HS-01","TCGA-GJ-A3OU-01","TCGA-UB-A7MF-01","TCGA-DD-A4NO-01","TCGA-DD-AAD5-01","TCGA-2Y-A9H6-01","TCGA-CC-A9FS-01","TCGA-DD-A115-01","TCGA-DD-AADM-01","TCGA-BC-A3KG-01","TCGA-RC-A7S9-01","TCGA-DD-AADF-01","TCGA-EP-A3RK-01","TCGA-DD-AAEG-01","TCGA-CC-A8HS-01","TCGA-G3-AAUZ-01","TCGA-DD-AAW0-01","TCGA-5R-AA1C-01","TCGA-CC-A9FV-01","TCGA-DD-AAE1-01","TCGA-G3-A3CH-01","TCGA-CC-A1HT-01","TCGA-DD-AAE0-01","TCGA-CC-A7IJ-01","TCGA-DD-AADG-01","TCGA-DD-AADN-01","TCGA-G3-A3CI-01","TCGA-RC-A6M4-01","TCGA-WX-AA44-01","TCGA-G3-A3CK-01","TCGA-DD-AADL-01","TCGA-FV-A4ZQ-01","TCGA-DD-AACO-01","TCGA-DD-A4NE-01","TCGA-G3-A25U-01","TCGA-2Y-A9HB-01","TCGA-DD-AAVW-01","TCGA-DD-A4NV-01","TCGA-DD-A3A7-01","TCGA-CC-A5UE-01","TCGA-DD-AADO-01","TCGA-LG-A6GG-01","TCGA-EP-A12J-01","TCGA-BW-A5NQ-01","TCGA-BC-A3KF-01","TCGA-UB-A7MB-01","TCGA-DD-A4NJ-01","TCGA-DD-AADQ-01","TCGA-EP-A26S-01","TCGA-DD-AADR-01","TCGA-DD-A1EH-01","TCGA-DD-A1EE-01","TCGA-DD-AAE6-01","TCGA-WX-AA47-01","TCGA-DD-A3A3-01","TCGA-CC-5261-01","TCGA-DD-AAE9-01","TCGA-RG-A7D4-01","TCGA-ED-A8O5-01","TCGA-ED-A5KG-01","TCGA-MI-A75C-01","TCGA-DD-AAW1-01","TCGA-DD-A1EI-01","TCGA-DD-A1EJ-01","TCGA-DD-AAD0-01","TCGA-DD-AAEE-01","TCGA-DD-AAD8-01","TCGA-DD-A4NS-01","TCGA-DD-A39V-01","TCGA-G3-A25T-01","TCGA-CC-A8HT-01","TCGA-CC-A5UC-01","TCGA-2Y-A9GV-01","TCGA-BC-A10Z-01","TCGA-FV-A4ZP-01","TCGA-DD-AACK-01","TCGA-YA-A8S7-01","TCGA-CC-A7II-01","TCGA-DD-AACS-01","TCGA-DD-AADY-01","TCGA-G3-A5SM-01","TCGA-CC-A7IE-01","TCGA-DD-A4NP-01","TCGA-DD-AACH-01","TCGA-2Y-A9H8-01","TCGA-FV-A495-01","TCGA-RC-A7SH-01","TCGA-K7-A5RF-01","TCGA-3K-AAZ8-01","TCGA-DD-AAE3-01","TCGA-DD-AAVY-01","TCGA-DD-AADC-01","TCGA-BC-A217-01","TCGA-ZP-A9D2-01","TCGA-DD-AAEH-01","TCGA-DD-AACA-01","TCGA-DD-AADJ-01","TCGA-ED-A459-01","TCGA-DD-AAVV-01","TCGA-DD-AAVU-01","TCGA-G3-A3CH-11","TCGA-FV-A3R2-11","TCGA-DD-A3A2-11","TCGA-BC-A10T-11","TCGA-DD-A3A6-11","TCGA-FV-A2QR-11","TCGA-DD-A1EG-11","TCGA-DD-A39X-11","TCGA-DD-A119-11","TCGA-EP-A3RK-11","TCGA-DD-A11B-11","TCGA-BC-A10Y-11","TCGA-FV-A3I1-11","TCGA-DD-A11A-11","TCGA-DD-A116-11","TCGA-EP-A12J-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A39Z-11","TCGA-BC-A10X-11","TCGA-DD-A11D-11","TCGA-DD-A118-11","TCGA-DD-A1EE-11","TCGA-DD-A1EB-11","TCGA-BC-A10W-11","TCGA-BC-A10R-11","TCGA-DD-A1EI-11","TCGA-DD-A113-11","TCGA-DD-A1EJ-11","TCGA-DD-A11C-11","TCGA-BC-A10Q-11","TCGA-DD-A39W-11","TCGA-BD-A3EP-11","TCGA-ES-A2HT-11","TCGA-BC-A216-11","TCGA-DD-A3A4-11","TCGA-DD-A3A5-11","TCGA-DD-A1EH-11","TCGA-DD-A1EC-11","TCGA-EP-A26S-11","TCGA-DD-A3A3-11","TCGA-BC-A10U-11","TCGA-BC-A110-11","TCGA-DD-A39V-11","TCGA-DD-A3A8-11","TCGA-DD-A1EL-11","TCGA-DD-A3A1-11","TCGA-FV-A23B-11","TCGA-BC-A10Z-11","TCGA-FV-A3I0-11"
"TSIX",0.9981,0,0.4729,2.0681,0,11.6214,0,0.716,0,8.6921,11.9314,11.9023,1.9439,9.4868,0,0,0,0,0,0,0,3.4864,11.59,0.2406,2.2159,0,0.0768,10.8232,12.9601,0,0.5525,4.8619,0,5.1439,8.0068,0.4916,0.7688,0,0,0,0,8.7466,0,2.2384,7.5242,1.5912,6.4384,0,0,0,0,0,11.8371,11.7592,0,1.2454,0,6.1612,8.7253,6.0191,1.9446,0,0,8.4723,10.3319,0,8.3032,9.7517,2.2273,11.4453,5.4087,3.3053,9.4525,7.3478,3.2208,0,2.2839,1.5252,0,6.2957,9.4522,0,0,1.4351,7.6788,11.9626,0,2.331,0,0,0,0,12.9657,0,0,0,11.0316,0,0,0,3.2933,1.6536,10.8102,1.9238,10.5589,0,0.9533,9.7718,0,2.479,0,0,10.1289,0,0,0,1.0559,0,9.5927,9.775,10.9076,7.9404,0,8.5885,2.9941,7.7771,0,10.2249,10.2646,0,9.2577,8.7746,8.6081,0,10.9362,0,10.1617,0,8.7047,0.8155,0,1.9676,11.5916,0,1.0296,0,0,9.7654,12.3429,9.3956
"C9",9.7582,12.358,1.2745,14.6315,6.6991,5.8905,10.2532,11.6819,12.7178,7.089,2.6791,7.8142,13.2461,13.6336,3.305,13.0504,12.2344,13.8515,1.1987,7.1947,12.4515,5.243,8.5224,0,9.3496,11.7678,13.4085,7.6943,8.3266,15.0957,11.3506,6.6914,11.1037,6.5622,9.8228,13.4435,5.8929,13.0633,9.8901,9.8957,13.2177,14.7555,2.6102,1.7731,8.8212,11.4955,12.5863,17.291,0.9113,14.2902,6.477,12.9962,0.6947,13.8692,14.5926,8.3512,8.2508,9.0472,7.4156,2.3318,14.2423,4.3774,13.9296,8.5102,0,6.1478,13.4447,12.2599,13.9094,10.4431,10.782,11.4414,15.1293,8.9244,6.9992,12.4321,10.5152,4.427,6.6439,0.9438,15.5331,9.7888,15.5233,6.9374,3.1799,13.1167,6.8625,14.8895,8.8021,9.8804,4.7284,10.0266,10.5792,8.09,10.0375,4.8948,6.5184,15.3641,14.6558,12.6348,14.6833,14.7854,15.6486,15.5317,15.3006,14.7551,14.9593,16.0147,16.6758,15.4038,14.9229,15.4361,15.6488,16.3843,15.232,14.3421,15.2483,15.0945,16.0788,15.378,15.0534,15.4612,16.0547,14.4808,15.6165,15.4077,14.9062,16.3401,15.9535,15.637,15.6634,15.1998,15.1034,14.5105,16.6713,15.0501,16.0794,15.3798,16.5702,15.3422,15.4368,15.1607,15.6574,16.2487,13.8937,14.8058,15.2714,15.1218,14.9067,15.4442
"DDX3Y",8.9674,9.1313,10.0194,10.6467,6.2262,1.3084,9.9569,10.1653,8.6967,0,0,0,9.6021,0,11.4777,9.3148,8.1612,9.1886,10.0177,10.7936,10.3692,10.087,0,7.3778,6.9441,8.7009,9.7673,0,1.743,10.1128,5.6704,11.6052,9.5846,0.6606,0,9.6088,9.9274,7.8967,4.8694,9.6721,6.0136,0,9.5417,7.2282,0,9.8953,0.8427,9.6612,9.8918,10.2056,10.0814,9.6686,0.6947,1.7173,9.1349,10.2547,8.4786,7.4994,0,0,9.4168,10.6822,10.9375,0.7229,0,9.9542,0,2.0348,9.28,0,6.4957,7.22,0,0.5174,7.9935,10.0448,9.667,11.4883,10.0717,0,9.054,7.9035,10.0905,9.7556,0,0,5.0663,10.2174,9.6211,9.7507,9.3236,10.5422,0,7.3156,9.7507,9.7956,0,9.8658,9.3507,8.9668,10.1267,9.9884,0,10.6885,0,10.3382,10.0058,0,10.0083,10.2933,9.9088,10.643,0.9455,11.0993,10.4002,9.7386,10.459,10.2133,0,0,0,0,10.0699,0,10.6044,0,10.1428,0,0,10.3136,2.98,0,0,9.7287,0.9527,9.9293,0,10.1357,0,10.3805,10.54,10.6618,0,10.3313,9.5954,10.5063,9.3623,0,0,0.9267
"PLA2G2A",7.8598,9.6933,16.6005,13.934,10.924,15.331,1.8436,5.9572,12.5371,9.0341,14.806,13.6567,6.4428,16.6024,7.1075,13.0173,7.5845,2.1549,0.7205,4.4174,8.867,12.7606,7.2588,2.4424,2.0137,4.0384,12.2195,1.0619,10.0301,16.181,8.0955,6.817,12.3773,9.9806,2.7559,15.2516,3.9801,4.5678,12.1638,1.6456,9.9962,0,8.4554,9.7134,10.3097,4.8855,3.1593,17.5687,0.9113,6.7941,7.104,14.5135,5.988,19.5937,16.4612,6.3554,2.4676,7.2496,5.319,0.5891,12.2092,9.0942,5.9447,7.1677,0.6616,9.7323,5.4417,7.2795,8.8504,8.2131,10.0003,4.8035,13.5272,1.6585,12.798,7.8607,11.3922,6.9038,0,1.5096,14.5674,9.2228,14.6721,15.5205,12.5885,12.4702,2.4493,10.7813,15.2884,1.7003,0,6.8745,8.3817,9.0698,10.2252,6.7276,6.9167,12.7777,14.8174,5.5689,9.4412,11.1295,5.6588,11.6495,13.5983,7.8925,6.8945,7.753,15.5981,7.4081,13.2276,6.6571,5.8908,14.0285,10.6471,12.3394,13.2817,12.5614,14.5721,12.7194,11.6304,12.5841,15.9123,12.9854,11.7932,12.4665,8.3395,11.5615,12.8127,11.1053,11.975,11.4004,11.8069,11.2687,17.4414,8.6447,12.1795,11.638,14.6246,10.2003,12.5882,10.1134,14.6652,14.6518,10.5583,6.8254,13.9552,11.6067,13.1027,12.6471
"SLCO1B3",1.4434,5.232,0.9606,7.126,6.1661,8.9467,11.668,4.1891,4.2828,11.0399,0.6785,0,2.318,8.2264,8.8032,0,6.2154,10.0005,0,9.6249,2.9951,1.664,6.4615,9.5174,12.3758,2.0308,9.2321,11.1512,6.174,11.849,1.7369,10.7491,5.0182,7.6865,1.7233,9.1057,0,10.1173,2.9097,1.0457,7.4587,0,13.5133,0.9761,8.2076,8.2228,0,11.5949,12.4552,1.4356,1.7758,11.0923,9.7095,10.1785,7.5604,7.2328,12.9167,1.6837,10.5387,6.7401,0,13.2508,8.7887,8.2687,11.956,9.3598,0,11.8273,2.2532,7.9502,4.2733,12.0218,0,0,0,12.4262,6.7102,0,3.7042,3.8928,4.2567,11.3749,13.3886,5.3969,2.8169,6.6125,2.2703,10.8161,11.4886,12.0218,11.9944,8.3381,1.3207,7.1737,11.4744,9.427,10.8842,1.7132,7.0812,0,13.2984,11.3312,11.8706,11.1707,12.1181,10.0849,11.5767,12.9737,12.6183,11.8406,11.1612,10.932,12.3389,11.7067,13.2488,11.8753,8.951,11.9742,11.1186,12.6748,12.4367,12.2549,9.4183,12.7326,12.6346,12.4255,12.9864,12.6632,11.9351,12.1471,12.903,12.9301,11.8618,10.5519,10.7956,12.5357,12.4802,12.8712,11.6149,11.6934,9.5722,12.0281,11.852,11.8724,11.0657,12.9322,10.9119,12.4638,9.3029,12.7348
"CLEC4M",0.8951,0.7573,6.2786,1.4981,1.0135,0,4.0474,1.3603,2.8389,0,1.1382,0,0,0,0,4.9282,3.9795,1.1051,1.1987,4.3504,2.264,0,0,0.8532,2.2159,2.0308,0,0,0.8339,0,0,0,0,0.6606,0,0,0,6.3004,1.6652,0,0.9133,0.6444,0.6483,0.5691,0,0.554,0,0,0.5265,1.8309,0,0,1.7966,1.1004,0,1.6117,1.0927,0,0.6234,0,0,0.6776,6.4262,0,0,1.0534,0,8.7552,0.9574,3.3372,0.6881,0,0,0,0,0,3.4076,0,1.3419,0,2.2089,0,7.6191,0.4513,0,0.8379,0,10.4706,0,1.7003,0,2.7603,1.3207,2.7703,2.5456,0.904,0,0,0,1.982,10.0371,10.593,10.6425,10.9377,5.0814,8.3278,10.4139,9.6632,9.9613,9.8133,8.2619,11.0607,10.4824,10.9537,9.91,9.3749,10.3325,9.856,7.4884,9.9274,10.8456,9.6693,8.6445,10.0425,10.1098,10.4982,8.507,9.5502,9.749,9.8867,9.317,9.8776,10.0832,9.4981,10.466,10.7641,8.7693,9.6373,11.2372,10.1929,11.9965,9.4652,10.8648,10.4771,9.3799,8.9073,10.2469,8.4018,10.3862,8.9478
"CYP2A7",12.6583,4.8728,1.5321,9.3376,1.0135,8.1783,9.8159,11.5822,6.3939,5.1883,0,13.4211,4.3478,5.2886,2.2196,13.9193,10.5774,0,0,1.5558,10.2054,0,2.2931,0,11.114,0,11.0936,6.3095,7.4293,2.1751,13.4494,0,8.6677,8.3211,13.4202,4.9192,10.3018,14.4228,1.0606,6.6048,0.9133,11.9781,3.412,1.553,9.0281,9.5616,9.2212,2.8886,3.5322,14.5661,2.3335,0.482,5.8401,0,0,5.803,5.6022,0.797,3.1872,0.5891,2.5233,6.6685,7.0615,1.8487,4.7333,6.361,11.2733,7.9469,3.2444,3.8083,2.0201,6.4949,10.0351,14.8822,5.3854,5.573,2.9215,0,8.1152,6.4413,11.1949,3.4018,4.1237,2.6186,10.8311,9.2887,2.8823,12.0381,0,12.9635,8.7971,1.7971,10.0383,3.5749,8.5233,1.8534,3.8025,6.8159,4.73,8.6467,10.7355,11.2081,11.9586,12.6842,12.4266,9.6013,14.6854,8.344,8.0206,12.6075,10.1913,8.8098,11.9558,3.5191,12.1668,12.3231,10.3686,11.3802,10.826,11.007,12.6669,8.9412,13.1549,10.9964,9.0005,13.7733,9.3564,13.9436,9.931,10.0914,12.5574,12.3262,11.0957,13.9436,8.4662,7.9904,10.7595,11.7734,8.5772,11.6096,12.5953,10.8947,11.2467,11.9067,11.5875,10.3429,10.5265,8.8605,11.961,11.1098
"MT1H",0,7.0535,3.1766,1.7795,5.293,0.7977,0.72,4.9439,3.6485,3.4911,3.0367,0.8891,6.0301,1.6129,2.2196,0,3.5603,2.1549,0,4.046,2.9951,3.2744,6.7324,0.4887,3.7824,5.7817,8.5476,4.4731,2.0461,1.4636,6.4406,5.4362,2.6402,1.9648,11.4867,0.6755,4.9,7.2778,5.4378,3.6677,1.4682,4.1151,1.094,10.6091,6.0192,2.2465,3.5,7.703,0.5265,6.1127,0.4895,0.482,2.5725,2.9754,2.3839,3.3089,1.0927,5.6344,2.6793,1.8161,2.1349,1.1368,5.4087,3.5919,0.6616,3.8523,0,5.2544,3.2444,7.8426,5.3262,6.3536,9.5106,1.6585,5.4163,8.6948,6.8559,12.545,0.8217,0,9.5164,5.1082,6.3216,5.5058,1.8826,7.5024,0,11.6206,0,2.1292,0,6.5708,3.6986,2.9165,2.3312,6.1786,5.8632,5.708,9.3699,2.9333,11.9054,12.8884,11.414,13.3211,13.838,9.5051,11.2687,12.9318,13.3671,10.5569,10.9911,7.7808,10.5912,12.108,10.2138,7.0074,11.8726,7.4671,11.9491,13.4734,11.1562,13.0067,13.099,11.2474,13.1057,11.8578,10.0937,12.5547,11.9522,10.0248,8.7909,12.8988,12.2337,3.1552,13.9974,11.1199,12.3648,12.0323,12.6951,6.9196,10.9778,11.4508,13.4972,12.8962,12.1575,6.8809,14.1202,7.1611,10.7391,12.7931
"PZP",1.4434,5.2841,4.8535,2.3945,0.594,3.1892,1.5567,3.3791,0,10.6341,2.3795,0.8891,1.0969,6.7624,1.8531,2.2267,1.0952,0,1.5573,1.5558,2.264,1.7824,6.073,1.1439,2.0137,0,5.3303,2.4198,4.6586,1.6769,5.1126,0.6062,4.8319,2.8852,4.1909,1.1337,1.9318,3.2042,1.6652,1.8722,4.9963,1.7015,1.7089,0.5691,3.2659,8.5256,2.0613,11.326,1.2148,1.4356,1.7758,1.7571,0,1.1004,2.3839,2.6967,1.7073,3.7588,3.0989,1.3294,0,1.1368,6.9895,0.7229,1.457,1.883,1.5297,9.1792,0,7.9827,0.6881,2.7845,3.1067,2.9012,0.931,4.8665,5.3202,1.0562,2.025,2.231,2.6267,0.8459,12.3108,1.9775,1.5924,2.5171,0.7114,2.8342,1.7027,1.0874,0,2.9261,1.5837,2.096,1.7737,1.8534,1.6594,0.6505,4.5759,0,5.4738,10.4145,11.2846,10.9657,12.3182,10.7324,6.7514,13.0766,8.8651,9.5827,12.0365,5.7654,13.5542,11.7224,8.3023,2.9484,9.0592,7.0531,13.2401,12.9676,6.1577,12.4482,8.6529,13.1989,5.8069,14.3948,10.5053,11.7792,12.8672,9.5825,12.7721,12.9466,12.5034,3.3399,12.1428,5.3485,13.2139,2.4406,12.6487,10.4613,7.2013,11.5616,12.6662,10.5434,6.5786,3.3868,9.3542,12.0717,11.339,11.5447
"MT1G",4.3769,9.8972,6.4983,6.6634,7.9752,0.7977,6.6443,11.384,6.9007,5.0916,5.7667,4.2397,8.0418,4.8983,4.2301,11.9665,7.7836,4.5155,2.2887,8.0542,5.98,6.3539,9.6216,7.3244,7.9735,9.2649,13.0653,12.3395,7.164,7.9695,11.9128,11.4194,8.1809,4.4145,13.6624,1.7606,7.0964,11.2402,6.8859,9.2548,5.3798,6.4267,5.6377,14,11.1764,5.265,5.4802,14.5705,5.7625,11.0691,0.8545,6.3976,8.5105,9.1968,8.1642,5.7116,6.5529,7.8244,3.963,3.8694,5.1538,8.1404,9.3281,6.3572,4.2059,9.9851,4.8733,10.2828,6.4381,11.2492,8.0535,9.9847,13.6335,7.5057,6.8709,12.3807,10.2499,14.2587,3.5539,2.7097,11.5644,7.1833,10.8109,8.1051,3.5546,11.4276,3.1124,14.7194,1.4283,13.8405,4.7828,10.923,8.0369,7.7722,5.9609,9.4105,8.0227,9.7702,12.3867,4.9654,15.4496,15.3833,14.7809,16.3924,16.8279,13.1986,15.3668,15.9793,16.3642,14.0978,14.0912,12.7691,14.1053,14.8107,14.5312,11.091,15.177,11.9553,15.5719,16.651,14.7278,15.7684,15.8628,14.3419,16.5099,15.3331,14.1016,15.8774,14.552,13.8747,13.6864,15.8855,15.1206,6.2676,16.6773,14.6265,15.7071,15.5625,15.2615,12.6435,14.8626,15.2783,16.2573,15.9554,15.5301,12.3196,16.6452,12.3281,13.9723,15.846
"CLEC4G",4.2522,2.7053,2.9303,2.5524,5.5341,1.983,6.3785,2.5115,4.6352,0,1.1382,0.8891,6.6203,1.6129,0.6064,7.51,6.2695,0,6.025,3.6598,4.4952,2.0886,2.9073,2.8173,2.823,1.3466,3.5788,1.6669,2.2964,1.4636,0.9511,1.627,1.207,1.112,0,0.6755,0.7688,7.7522,0,1.3766,1.868,0,1.7089,0,1.3601,0.554,1.7571,2.0713,2.1773,3.2517,1.7758,1.7571,0.6947,0,2.6495,2.354,2.137,0,0.6234,1.8161,1.8929,1.9991,7.1048,1.5614,0,1.6557,0,9.5259,3.3811,6.1723,2.0201,5.5885,4.5233,1.4465,2.877,1.6352,5.3384,2.0836,1.3419,1.5096,2.362,2.5322,8.1091,2.928,1.2288,7.521,0,11.0066,1.4283,2.954,2.0218,4.2594,4.0425,3.7014,6.1366,2.7361,1.0562,0.6505,2.512,2.229,10.8714,11.502,11.6275,11.5243,6.2067,9.9975,11.3172,11.0813,11.5336,10.908,9.8888,11.2641,11.1172,11.1954,10.6688,10.392,10.7661,10.6399,9.2115,10.5027,11.215,11.4173,10.5232,10.5867,11.325,10.9544,10.0355,10.0122,10.9963,11.0428,10.7909,11.2833,11.1256,10.4338,11.0849,12.4104,9.4429,11.0587,11.5638,11.1857,13.0034,10.6377,11.633,11.3936,10.8699,10.8018,12.6412,10.0469,10.8086,10.4185
"CYP2A6",17.9173,11.4759,8.4201,14.2188,5.1347,14.5295,10.3551,16.0673,11.2644,13.147,3.7016,16.6077,8.667,11.2309,6.4379,15.7722,15.8554,8.407,1.8443,6.945,16.5312,2.9594,7.3421,0,15.0619,3.3589,14.851,14.9207,11.8029,7.5731,16.0537,0.6062,13.8682,13.9249,16.7856,13.3652,13.7334,15.596,6.6093,12.0705,5.7784,16.4753,10.9979,6.5372,13.4679,14.6418,14.0918,7.3605,9.838,15.7632,9.5517,7.0172,10.2565,1.1004,5.4328,10.1154,11.2627,5.5461,7.8193,5.6268,8.5861,12.6223,12.563,7.8493,10.1813,12.2824,16.0794,13.4328,8.3061,9.9433,6.2514,10.3767,16.0774,16.7094,12.0137,10.4503,8.9461,1.0562,13.8031,12.3048,15.2251,7.8645,9.134,5.3586,14.593,15.1242,7.5428,16.0984,7.2054,17.1732,14.7003,8.5112,13.8062,8.9465,14.5304,7.2493,9.4721,11.3928,10.0592,13.6433,16.0869,16.5662,17.0733,16.6208,17.8164,14.9407,16.5516,15.1848,13.0555,14.7778,15.6148,14.5874,17.1418,11.0993,15.4934,15.8852,15.9748,16.0996,15.6528,16.4259,15.9709,15.5294,16.0493,16.2825,13.4456,17.3219,14.8887,16.9286,15.6724,15.4227,16.3227,16.0309,16.5005,15.8635,15.7172,14.0138,16.1474,16.8701,14.604,16.6844,16.1354,16.3558,16.5368,15.3808,16.8417,15.1962,15.6182,14.4778,17.033,16.6288
"HSD17B13",10.1121,11.1988,1.5321,9.5759,2.3435,6.3742,9.359,11.9676,11.3867,8.1372,3.2338,10.5096,8.245,7.5768,4.4181,11.2691,13.1985,3.1792,2.9024,3.7665,13.9327,3.7518,7.7607,2.3312,13.3894,2.8425,14.3408,3.0126,9.6423,6.9803,13.0297,2.6374,7.9636,13.904,15.534,8.5174,13.2129,14.2457,2.4177,7.2341,0,10.8237,2.7383,2.9579,13.0429,14.1204,11.5129,8.5929,3.873,12.3818,9.5556,1.3712,5.3647,4.1829,3.5296,7.3587,10.2472,6.587,11.397,2.0092,5.8061,2.925,12.3757,8.3768,4.6688,4.4218,13.236,11.5084,2.9247,8.6974,8.3468,9.7469,13.4176,13.9213,5.0326,10.6498,7.4966,3.1853,10.5528,12.1067,12.408,3.9406,12.3274,8.3358,3.7108,12.6435,7.9031,13.309,8.5303,13.6513,10.2805,6.3695,12.4569,7.7109,12.5926,5.0355,12.5684,4.222,7.1373,9.4395,14.0323,14.0846,14.7035,14.6575,14.3841,13.448,14.0758,14.6926,13.0963,14.9358,14.2996,14.0813,14.6477,12.6347,14.1118,13.8758,13.7729,13.5046,14.4473,14.8825,14.0644,13.9088,14.2113,14.3765,13.9919,14.1292,13.8416,13.9687,14.5689,14.0114,14.2865,14.9134,13.4379,12.7264,13.4492,13.4149,14.1959,14.7847,14.5265,14.8132,13.951,14.4274,14.1352,14.4877,14.6347,14.0213,13.1048,13.2178,14.0601,13.7521
"SPINK1",2.8112,13.6479,5.0517,9.2071,10.1962,8.4702,7.8942,11.225,14.3185,12.4453,13.2394,8.2931,14.0679,15.3175,10.6551,3.0637,11.6661,4.441,0,10.5707,0,13.3093,12.819,2.0792,0,12.6858,6.2445,5.6734,12.3059,8.9176,11.4519,10.9376,14.5475,12.2327,0.6558,15.5279,5.9597,1.7726,15.5544,10.2448,15.9259,12.002,2.3136,10.4437,7.5109,9.9986,4.7646,16.8346,0.5265,12.4916,6.8191,10.8496,6.1093,13.6898,17.0845,10.5065,8.9804,8.8212,0,10.7197,10.036,5.5778,14.5017,10.4212,9.0855,13.1677,12.179,10.5814,15.4056,8.6359,13.7575,13.251,11.9725,4.411,13.6163,13.6461,10.2421,14.7578,9.518,12.9243,12.7265,7.4825,12.5151,13.8545,11.6692,12.8046,9.2964,7.5547,10.0357,6.3964,1.0146,14.947,10.2898,9.916,6.1031,3.343,15.2459,9.6154,14.7461,5.6346,4.5879,8.7435,11.2739,5.459,10.3752,1.2459,7.1911,5.2535,6.1548,5.4781,5.4391,3.7229,7.0191,12.4071,0.8568,0,5.8778,3.0807,11.4385,9.7187,2.3484,1.7502,7.3815,7.459,11.8147,8.1519,1.2196,11.7619,7.8603,8.5423,11.5293,8.2268,5.9603,8.1888,9.754,13.408,8.3346,1.4707,12.1634,6.5617,4.8247,7.7903,3.577,8.5015,3.4011,9.7184,13.9923,7.231,7.7191,5.7828
"EIF1AY",9.41,7.9387,10.2307,10.0138,6.8081,0,9.2846,9.4513,8.2846,0,0,0,9.6314,0,9.9176,9.8815,5.8105,9.1216,9.1123,9.2275,8.9926,8.9208,0,6.5065,3.502,9.0674,9.3777,0,0.8339,9.4972,3.4939,9.968,9.6448,0,0,9.0467,9.1469,6.1217,2.0899,8.2746,5.9937,0,8.7742,6.9064,0,9.2294,0,9.5546,9.3169,9.9499,8.7965,9.0547,0.6947,0,3.5296,8.8267,8.3592,6.9899,0,0,8.8925,9.0799,9.7555,0,0,9.4928,0,0,10.158,0,2.9493,6.6956,0,0,9.09,9.0711,9.3556,10.3706,9.2698,0,8.9952,6.619,9.3834,8.8999,0,0,2.4493,9.2111,9.6138,9.8992,8.5367,9.5415,0,5.7289,9.2157,9.0914,0,9.4653,9.2332,9.6699,9.3811,9.2585,0,9.404,0,9.1257,8.9927,0,8.4331,9.237,8.9281,8.932,0,9.3839,9.5808,9.0608,9.1727,9.2752,0,0,0,0,8.9808,0,9.5593,0,9.3911,0,0,8.8595,0.9886,0,0,9.3713,0,9.2249,0,9.4941,0,9.0903,9.4255,9.5428,0,9.5434,8.7983,9.3624,9.62,0,0,0.9267
"MYH4",0,0,2.9303,3.2503,0,13.8434,0,6.2375,5.1547,5.3642,10.294,13.8784,0,14.9583,8.1023,0,10.0354,0,0,8.916,5.6383,0,5.5396,0,2.0137,1.3466,1.902,0,6.5199,0,5.4724,0,3.3448,1.112,0,13.8958,10.6274,0,0,0,10.3291,0,0,1.2932,1.1212,0.554,1.3712,0,0,0,8.0065,1.131,2.845,9.4584,8.9717,8.5777,0,2.933,10.8547,5.078,2.9606,1.4847,0,1.2022,0,1.0534,1.5297,0,2.2532,1.8488,5.3262,7.6285,0.8844,11.6767,2.687,0,0,0,0,13.2795,11.2739,7.8744,0,4.5026,9.8634,11.7657,10.5984,4.7983,0,0,0,1.4061,10.0815,0,0,0.5217,13.6374,1.9443,12.6801,3.8356,0.9157,3.7168,0,0,0,0,2.7264,0,0,1.063,4.3832,0,0,1.2066,3.053,6.5708,0,12.8457,3.7274,0.6949,3.1993,0,9.0555,0,0,0,0,0,0,0,0,0,0,13.8289,2.7252,1.1286,0,0,0.8647,0,0,0,6.5209,4.1905,0,0,0,0,0,0.9267
"XAGE1D",0.8951,0,0.5588,0.6855,12.4529,0,0,11.5692,11.6257,11.629,0,11.9107,7.3106,0,0,1.9109,0,0,2.0835,2.2868,0,13.7071,0,1.3857,11.969,0,0,0.6265,0.8339,0,11.2107,0,0,1.112,0.6558,5.4194,0,5.5814,0,7.3795,0,10.5419,0,12.1758,5.6202,0,9.0803,8.6772,3.5322,9.5065,0,1.9172,0,0,0,0,12.9965,13.291,0,2.0092,0,0,0,12.8836,0.6616,6.7405,13.0156,1.3498,6.6009,0,13.3452,0,0,11.8297,0,10.978,1.0085,6.593,0.8217,0,4.776,0,0,10.3196,1.5924,11.7559,1.1857,0,6.7028,4.6219,0,0,13.5989,0,0,3.1441,1.0562,0,0,0,0,0,0,2.9611,0,1.9044,0.9533,0,0,0,0,0,0,0,0,0,0,0,0,0.6949,0,0,0,0,2.1494,1.6176,0,0,0,0,2.5659,0,0,0,3.497,0,0,0,0,0,0,2.5556,0,2.0164,0,0.6383,1.162,4.2546,0,0
